Energy [eV],W Capture [b]
113.9943,296.4071
114.0546,370.0986
114.116,446.6262
114.1773,513.8659
114.208,540.3847
114.2387,560.3245
114.2694,572.6515
114.3,576.7083
114.3316,572.0467
114.3632,558.6629
114.3948,537.3151
114.4263,509.2705
114.4894,438.7589
114.5525,359.861
114.6174,281.8127
114.6498,246.6523
114.6822,214.8109
114.7147,186.4353
114.7471,161.6998
114.7795,140.342
114.8119,122.0818
114.8417,107.7297
114.8714,95.46782
114.9012,84.93912
114.9309,75.95874
114.9607,68.23485
114.9904,61.61732
115.0201,55.90526
115.0498,50.95249
115.0796,46.62325
115.1093,42.84504
115.1687,36.57552
115.2282,31.61345
115.2876,27.62831
115.3444,24.50022
115.4011,21.89112
115.4579,19.68239
115.5146,17.80058
115.5714,16.17751
115.6281,14.77184
115.6848,13.5439
115.7415,12.46476
115.855,10.66309
115.9685,9.230126
116.082,8.071578
116.1954,7.122633
116.3035,6.368987
116.4116,5.73145
116.5197,5.186293
116.6278,4.715646
116.7359,4.306415
116.844,3.94866
116.9521,3.634342
117.0601,3.357036
117.2763,2.89115
117.4925,2.517871
117.7087,2.214153
117.9248,1.963814
118.1842,1.717278
118.4436,1.516362
118.703,1.351347
118.9624,1.212518
119.2218,1.094478
119.4812,0.993828
119.7406,0.907377
120,0.832685
120.3343,0.750398
120.6685,0.68075
121.0028,0.621355
121.337,0.570341
121.6713,0.526192
122.0055,0.487766
122.6739,0.424507
123.3424,0.375948
124.0108,0.336327
124.6793,0.304449
125.3477,0.278563
126.353,0.248095
127.3583,0.22507
128.3636,0.207577
129.3689,0.194868
130.3742,0.184939
131.3795,0.178572
132.3848,0.174207
133.3901,0.173484
134.2317,0.176368
135.0733,0.184587
135.4941,0.193236
135.7045,0.199663
135.9149,0.208199
136.1253,0.220185
136.3357,0.23798
136.4409,0.250285
136.5461,0.266074
136.6513,0.286939
136.7564,0.315537
136.8474,0.350362
136.8929,0.373255
136.9384,0.401631
136.9839,0.437886
137.0294,0.485938
137.0522,0.516342
137.0749,0.552244
137.0976,0.595212
137.1203,0.647064
137.1417,0.706117
137.163,0.777045
137.1843,0.862865
137.2056,0.966861
137.227,1.093517
137.2483,1.24607
137.2696,1.430023
137.2909,1.650848
137.3123,1.915773
137.3336,2.228485
137.3549,2.596294
137.3762,3.025136
137.3976,3.522848
137.4189,4.089158
137.4402,4.72916
137.4615,5.443896
137.5013,6.973173
137.5411,8.721484
137.6207,12.53926
137.6662,14.59394
137.7117,16.26892
137.7452,17.13318
137.7786,17.61002
137.8,17.69554
137.8343,17.46668
137.8686,16.80644
137.9039,15.73206
137.9391,14.34738
138.0738,8.032184
138.1059,6.670393
138.138,5.457709
138.1701,4.410593
138.1861,3.951733
138.2021,3.53402
138.2182,3.15388
138.2342,2.814242
138.2502,2.510491
138.2662,2.240253
138.2823,1.999597
138.2983,1.788895
138.3143,1.603949
138.3303,1.442201
138.3536,1.243103
138.3768,1.081545
138.4001,0.949797
138.4233,0.843475
138.4466,0.756911
138.4698,0.686888
138.493,0.629735
138.5162,0.582804
138.5395,0.54382
138.5627,0.511425
138.6092,0.46076
138.6557,0.423312
138.7021,0.394624
138.7486,0.371847
138.7951,0.353363
138.888,0.325318
138.981,0.305259
139.0739,0.290534
139.1765,0.278537
139.2791,0.269725
139.4843,0.258565
139.6895,0.253255
139.8946,0.252014
140.1511,0.254474
140.4075,0.260383
140.664,0.269712
140.9204,0.28262
141.1769,0.299457
141.4333,0.321695
141.6898,0.351201
141.9462,0.390577
142.1129,0.423443
142.2796,0.464046
142.4463,0.515151
142.613,0.581032
142.6964,0.621422
142.7797,0.668088
142.8631,0.722545
142.9464,0.786484
143.0298,0.862474
143.1131,0.953584
143.1964,1.0644
143.2797,1.201365
143.3567,1.35943
143.4336,1.55904
143.4721,1.679834
143.5106,1.818487
143.5491,1.979085
143.5875,2.166522
143.626,2.389064
143.6645,2.656229
143.703,2.981712
143.7414,3.383194
143.7799,3.888468
143.8183,4.529435
143.8376,4.9171
143.8568,5.355136
143.876,5.853111
143.8952,6.419559
143.9129,7.010477
143.9305,7.67148
143.9482,8.418453
143.9658,9.251654
143.9835,10.18956
144.0011,11.23059
144.0187,12.38857
144.0363,13.6719
144.0716,16.65354
144.1068,20.20517
144.1421,24.36408
144.1773,29.08155
144.219,35.29575
144.2607,41.9565
144.344,55.07831
144.3802,59.94317
144.4163,63.83053
144.4524,66.48365
144.4885,67.709
144.5,67.78156
144.5339,67.09366
144.5677,65.1142
144.6015,61.97195
144.6353,57.86427
144.6776,51.7392
144.7198,45.02358
144.8043,31.67301
144.8413,26.45989
144.8783,21.8423
144.9153,17.87441
144.9522,14.56173
144.9707,13.13067
144.9892,11.84269
145.0077,10.68851
145.0261,9.663401
145.0446,8.745962
145.0631,7.931754
145.0816,7.210657
145.1,6.576203
145.1185,6.012377
145.137,5.514326
145.1555,5.074234
145.174,4.685011
145.211,4.034385
145.2479,3.52088
145.2849,3.108746
145.3218,2.775411
145.3588,2.500548
145.3957,2.27202
145.4327,2.078512
145.4697,1.913225
145.5067,1.770575
145.5436,1.64666
145.6175,1.441422
145.6914,1.27924
145.7706,1.140081
145.8498,1.027573
145.929,0.935271
146.0082,0.858625
146.0874,0.794328
146.1666,0.739912
146.325,0.653601
146.4834,0.589035
146.6418,0.539656
146.8002,0.501386
146.9586,0.471524
147.1276,0.446835
147.2966,0.427956
147.6345,0.402529
147.9725,0.388785
148.3104,0.383889
148.7328,0.38759
149.1552,0.400805
149.5776,0.42342
150,0.45645
150.3207,0.489975
150.6413,0.532776
150.9619,0.587455
151.2825,0.658004
151.6032,0.750545
151.7635,0.80767
151.9238,0.873937
152.0841,0.951692
152.2444,1.044291
152.4047,1.15586
152.565,1.291766
152.7075,1.439118
152.85,1.619267
152.9925,1.842843
153.135,2.125297
153.2063,2.295698
153.2775,2.490427
153.3488,2.715297
153.42,2.976396
153.4913,3.283146
153.5625,3.646035
153.6338,4.081243
153.705,4.608121
153.7718,5.211497
153.8386,5.953647
153.9054,6.879793
153.9388,7.43056
153.9722,8.052353
154.0056,8.756483
154.039,9.555896
154.0724,10.4652
154.1058,11.50058
154.1392,12.67952
154.1726,14.02033
154.206,15.54136
154.2394,17.2599
154.287,20.07869
154.3346,23.35394
154.3822,27.08133
154.4297,31.20416
154.62,48.86606
154.665,52.24123
154.71,54.84412
154.755,56.49068
154.8,57.06005
154.8454,56.50132
154.8908,54.8505
154.9362,52.23563
154.9815,48.857
155.0723,40.70304
155.163,32.2279
155.2168,27.61887
155.2706,23.52913
155.3244,20.02372
155.3782,17.1002
155.432,14.71235
155.4858,12.79166
155.5396,11.26358
155.5933,10.05986
155.6394,9.236638
155.6855,8.57413
155.7316,8.047024
155.7777,7.635572
155.8238,7.324912
155.8699,7.104439
155.916,6.967313
155.9621,6.91018
156.0275,6.967331
156.0928,7.199705
156.1581,7.641826
156.1908,7.961164
156.2234,8.360325
156.2561,8.858609
156.2887,9.475163
156.3214,10.24301
156.354,11.19524
156.3867,12.38633
156.4193,13.86993
156.452,15.7306
156.4846,18.04721
156.5039,19.67808
156.5231,21.52074
156.5423,23.60796
156.5615,25.96542
156.5807,28.61909
156.5999,31.59456
156.6191,34.91621
156.6383,38.60624
156.6768,47.18699
156.7152,57.38223
156.7536,69.18941
156.792,82.43537
156.8765,114.6438
156.9188,130.676
156.961,145.1624
156.9958,155.1566
157.0305,162.7344
157.0653,167.4696
157.1,169.0331
157.1364,167.1755
157.1728,161.8679
157.2092,153.4787
157.2455,142.6026
157.3226,114.3743
157.3997,84.75556
157.4351,72.21936
157.4704,60.86638
157.5058,50.80863
157.5411,42.16299
157.5765,34.84784
157.6118,28.80576
157.6472,23.86279
157.6649,21.76119
157.6825,19.88924
157.7163,16.83212
157.75,14.3806
157.7838,12.40466
157.8175,10.81771
157.8513,9.528718
157.885,8.479845
157.9187,7.615309
157.9524,6.895043
157.9862,6.286588
158.0199,5.769958
158.0537,5.324036
158.0874,4.937719
158.1549,4.299018
158.2223,3.794876
158.2995,3.334092
158.3766,2.964337
158.4537,2.661483
158.5308,2.409545
158.608,2.197003
158.6851,2.016219
158.7622,1.860797
158.8393,1.726091
158.9936,1.505072
159.1478,1.332759
159.302,1.195456
159.4562,1.083833
159.649,0.970946
159.8418,0.880425
160.0346,0.806873
160.2274,0.746375
160.4202,0.696085
160.613,0.653967
160.9986,0.588719
161.3842,0.540834
161.7698,0.505327
162.1554,0.479274
162.5409,0.460475
163.1579,0.441963
163.7748,0.435063
164.3404,0.437399
164.9059,0.446827
165.4715,0.463365
166.037,0.490566
166.6026,0.532019
166.8854,0.560212
167.1681,0.595309
167.4509,0.639264
167.7336,0.696361
168.0164,0.773786
168.1578,0.823175
168.2991,0.882147
168.4405,0.953698
168.5819,1.042196
168.7233,1.154282
168.8647,1.299991
168.9354,1.39009
169.0061,1.495288
169.0768,1.619427
169.1475,1.767798
169.2182,1.947944
169.2889,2.171101
169.3596,2.455169
169.3949,2.628643
169.4302,2.830511
169.4688,3.09352
169.5074,3.415833
169.546,3.820268
169.5845,4.338942
169.6086,4.743152
169.6327,5.227158
169.6568,5.810847
169.6809,6.518738
169.705,7.380691
169.7291,8.432592
169.7532,9.716909
169.7773,11.28306
169.8014,13.18745
169.8255,15.49311
169.8496,18.26875
169.8737,21.58718
169.8978,25.5229
169.9219,30.14898
169.946,35.53297
169.97,41.70473
169.9957,49.25649
170.0214,57.80609
170.0471,67.34193
170.0728,77.80986
170.1242,101.0803
170.1756,126.1748
170.2303,152.3967
170.2849,174.8826
170.3202,185.9208
170.3555,193.3305
170.4,196.747
170.4056,196.6861
170.4237,195.7353
170.4417,193.6644
170.4777,186.3266
170.5141,175.0514
170.5504,160.7285
170.6233,126.5209
170.6961,91.45739
170.7309,76.18108
170.7656,62.48928
170.8003,50.54682
170.835,40.4146
170.8524,36.00057
170.8698,32.01186
170.8872,28.42785
170.9045,25.24206
170.9219,22.39174
170.9392,19.8826
170.9566,17.65783
170.9739,15.71554
170.9905,14.07984
171.007,12.65257
171.0236,11.39506
171.0401,10.30263
171.0567,9.343535
171.0732,8.512487
171.0898,7.784008
171.1063,7.153116
171.1229,6.599781
171.1394,6.119777
171.1725,5.330019
171.2056,4.720646
171.2386,4.245565
171.2717,3.867106
171.3048,3.561558
171.3379,3.310702
171.3709,3.102063
171.4371,2.773517
171.5032,2.528859
171.5826,2.308784
171.662,2.145371
171.7414,2.023413
171.8208,1.933371
171.9002,1.869045
171.9796,1.826361
172.1383,1.796611
172.2442,1.81485
172.3501,1.864319
172.456,1.948924
172.5618,2.076269
172.6677,2.260287
172.7206,2.380365
172.7735,2.524992
172.8265,2.701088
172.8794,2.917521
172.9323,3.188889
172.9852,3.537328
173.0382,3.998824
173.0647,4.288133
173.0911,4.627324
173.1176,5.031
173.144,5.510937
173.1705,6.089031
173.1969,6.782909
173.2185,7.456357
173.24,8.238703
173.2615,9.151207
173.283,10.21424
173.3045,11.45002
173.326,12.88237
173.3475,14.53627
173.369,16.43726
173.3905,18.61073
173.412,21.0809
173.4335,23.86974
173.455,26.99564
173.4765,30.47204
173.498,34.30591
173.541,43.0328
173.584,53.04899
173.627,64.04457
173.713,86.78468
173.7692,99.88616
173.7973,105.2299
173.8254,109.4925
173.8627,113.2005
173.9,114.4516
173.9087,114.3766
173.936,113.2435
173.9632,110.801
173.9905,107.1254
174.0177,102.3806
174.0809,88.17993
174.144,71.63564
174.1975,57.58106
174.2509,44.7597
174.2777,39.01789
174.3044,33.82737
174.3311,29.18534
174.3578,25.08968
174.387,21.21258
174.4161,17.93243
174.4453,15.17142
174.4744,12.88707
174.5036,11.00031
174.5327,9.462935
174.5619,8.207399
174.591,7.19153
174.6202,6.364021
174.6493,5.693151
174.6785,5.143155
174.7076,4.692554
174.7368,4.317915
174.7659,4.005779
174.7951,3.741381
174.8242,3.51675
174.8631,3.264167
174.902,3.054072
174.9797,2.725807
175.0574,2.481787
175.1351,2.294634
175.2615,2.071801
175.3878,1.91656
175.5141,1.806065
175.6404,1.72706
175.7667,1.671234
175.893,1.632862
176.1456,1.593106
176.3594,1.587159
176.5732,1.600541
177.0007,1.672527
177.4283,1.794628
177.8558,1.964104
178.2834,2.185338
178.7109,2.468293
178.9247,2.637839
179.1384,2.829554
179.3522,3.047079
179.5659,3.294481
179.838,3.66133
180.1101,4.099118
180.3822,4.624356
180.6542,5.261715
180.9263,6.051578
181.0624,6.518637
181.1984,7.043275
181.3345,7.635979
181.4705,8.307816
181.6065,9.073891
181.7425,9.952427
181.9077,11.20415
182.0729,12.70878
182.2381,14.53709
182.4033,16.78443
182.5685,19.58332
182.6511,21.24668
182.7337,23.12651
182.8163,25.2612
182.8989,27.69685
182.9815,30.48882
183.0641,33.70384
183.171,38.62593
183.2779,44.60928
183.3848,51.92326
183.4916,60.88031
183.5985,71.85128
183.7053,85.14527
183.8122,100.9779
183.919,119.1858
184.2095,172.8393
184.2822,183.9144
184.3548,192.4865
184.4274,197.8946
184.5,199.6838
184.5556,198.4984
184.6112,195.1535
184.7224,182.7473
184.8336,164.7373
184.9447,143.9832
185.0559,123.017
185.1671,103.6477
185.2783,86.79138
185.3894,72.68684
185.5047,60.74158
185.62,51.13516
185.7353,43.42503
185.8505,37.21974
185.9658,32.18363
186.081,28.06961
186.1963,24.67158
186.3115,21.84219
186.4172,19.64312
186.5229,17.75264
186.6286,16.11728
186.7342,14.696
186.8399,13.45198
186.9455,12.35969
187.1568,10.53849
187.3682,9.092909
187.5795,7.928762
187.7908,6.978528
188.0021,6.195253
188.2519,5.436715
188.5016,4.815288
188.7514,4.30002
189.0011,3.872211
189.2509,3.516441
189.5006,3.222013
189.7503,2.981779
190,2.793031
190.3044,2.639223
190.4566,2.601845
190.6087,2.602024
190.7152,2.633751
190.8217,2.703803
190.9282,2.833356
190.9815,2.933253
191.0347,3.06908
191.088,3.258538
191.1412,3.528928
191.1679,3.708554
191.1945,3.926646
191.2211,4.193578
191.2477,4.521364
191.2744,4.926273
191.301,5.422784
191.3276,6.032791
191.3542,6.779972
191.3809,7.694813
191.4075,8.799959
191.4341,10.12994
191.4607,11.71716
191.4798,13.03348
191.4988,14.50203
191.5178,16.13938
191.5368,17.95419
191.5749,22.15281
191.6129,27.09818
191.6624,34.61454
191.7118,43.09244
191.8106,60.95005
191.8601,68.90706
191.9095,75.12384
191.9515,78.53488
191.9935,79.91151
192,79.9326
192.0066,79.90079
192.0278,79.43744
192.049,78.43273
192.0914,74.89891
192.1419,68.42344
192.1923,60.21166
192.2932,41.91145
192.3437,33.32141
192.3689,29.41296
192.3941,25.80771
192.4233,22.03635
192.4524,18.72214
192.4815,15.84437
192.5106,13.38138
192.5397,11.30112
192.5688,9.564971
192.5979,8.131217
192.627,6.957774
192.6561,6.004307
192.6852,5.233668
192.7143,4.612751
192.7434,4.112869
192.7725,3.709765
192.8016,3.383358
192.8307,3.117329
192.8598,2.898633
192.9122,2.592785
192.9646,2.365471
193.017,2.189846
193.0694,2.049302
193.1742,1.835833
193.2789,1.679055
193.3837,1.557416
193.4885,1.459665
193.698,1.310637
193.9076,1.200109
194.1171,1.113482
194.3267,1.043155
194.5362,0.984715
194.8777,0.906224
195.2192,0.841426
195.5607,0.787137
195.9022,0.740825
196.5852,0.665576
197.2681,0.607243
197.9511,0.561648
198.6341,0.526822
199.3171,0.499572
200,0.480284
200.4955,0.472823
200.991,0.473043
201.502,0.484717
201.7575,0.498039
202.013,0.520135
202.2685,0.556314
202.3963,0.583001
202.524,0.618596
202.6518,0.667348
202.7795,0.736598
202.8434,0.783201
202.9072,0.84196
202.9711,0.919197
203.0349,1.02587
203.0659,1.094083
203.0969,1.177685
203.1279,1.281691
203.1588,1.412332
203.1898,1.579282
203.2208,1.793673
203.2518,2.070209
203.2673,2.237378
203.2827,2.425998
203.2982,2.641451
203.3137,2.885812
203.3292,3.162577
203.3447,3.475513
203.3602,3.828648
203.3757,4.226247
203.3912,4.672787
203.4066,5.169513
203.4221,5.727626
203.4376,6.348924
203.4531,7.038248
203.4685,7.795195
203.4995,9.554748
203.5304,11.64861
203.5614,14.11461
203.5885,16.57995
203.6156,19.33222
203.6427,22.35767
203.6698,25.62939
203.7781,40.12976
203.8323,47.16179
203.8865,53.03422
203.9175,55.58247
203.9484,57.39086
203.9742,58.2811
204,58.57614
204.0046,58.5652
204.0171,58.43828
204.0295,58.17291
204.0543,57.23442
204.092,54.82759
204.1296,51.39632
204.1905,44.22866
204.2513,36.04224
204.3122,27.86467
204.3427,24.0459
204.3731,20.52419
204.4036,17.32362
204.434,14.49062
204.4645,12.01297
204.4949,9.897575
204.5111,8.907731
204.5272,8.013399
204.5433,7.203499
204.5594,6.472986
204.5756,5.812733
204.5917,5.225472
204.6078,4.701501
204.6239,4.235487
204.6401,3.819825
204.6562,3.454631
204.6723,3.132436
204.6884,2.848775
204.7046,2.598031
204.7207,2.379429
204.7368,2.187787
204.7529,2.019887
204.7852,1.743225
204.8174,1.531287
204.8497,1.367018
204.8819,1.239329
204.9142,1.138209
204.9464,1.057431
204.9786,0.991605
205.0108,0.937047
205.0807,0.845595
205.1505,0.77844
205.2204,0.72651
205.2902,0.685122
205.4299,0.623262
205.5696,0.579747
205.7093,0.547975
205.849,0.524128
206.1284,0.491791
206.4078,0.472514
206.6872,0.460903
207.246,0.451317
207.7619,0.453266
208.2777,0.462468
208.7936,0.477828
209.3094,0.499186
209.8253,0.526988
210.3411,0.562158
210.8569,0.606163
211.3727,0.661117
211.8313,0.721578
212.2898,0.795992
212.7483,0.88849
213.2068,1.004853
213.6654,1.152213
213.8947,1.241307
214.1239,1.344088
214.3532,1.463092
214.5824,1.601415
214.8117,1.763517
215.0409,1.954951
215.2702,2.183419
215.4995,2.458957
215.7288,2.79522
215.958,3.210426
216.1873,3.731569
216.3019,4.043999
216.4165,4.400123
216.5312,4.808977
216.6458,5.280517
216.7604,5.828555
216.875,6.470472
216.9968,7.281164
217.1186,8.260088
217.2404,9.45729
217.3622,10.94339
217.4231,11.82521
217.484,12.82126
217.5449,13.95259
217.6058,15.24532
217.6667,16.7321
217.7276,18.45402
217.7885,20.46311
217.8494,22.82566
217.9282,26.54779
217.9676,28.75759
218.007,31.24858
218.0464,34.06441
218.0858,37.25498
218.1252,40.87655
218.1646,44.99146
218.204,49.66724
218.2434,54.97491
218.2828,60.98618
218.3222,67.76951
218.3616,75.38477
218.401,83.87664
218.4404,93.26682
218.4798,103.5455
218.5735,131.169
218.6672,161.5932
218.7609,191.2635
218.8545,215.3776
218.9273,227.2552
219,231.3385
219.0517,229.1591
219.1034,222.8952
219.1551,212.9802
219.2068,200.0711
219.3102,168.5276
219.4135,134.8463
219.4748,116.0205
219.536,98.9594
219.5972,83.97151
219.6584,71.13973
219.7196,60.36337
219.7808,51.43184
219.842,44.08593
219.9032,38.06128
219.9568,33.67779
220.0104,29.97817
220.064,26.84147
220.1175,24.17197
220.1711,21.8778
220.2246,19.90134
220.2782,18.18163
220.3317,16.68193
220.3853,15.36166
220.4388,14.19736
220.5459,12.23892
220.653,10.66633
220.7601,9.383391
220.852,8.4616
220.9438,7.672598
221.0356,6.991336
221.1274,6.399071
221.2193,5.880415
221.3111,5.424595
221.4947,4.663068
221.6784,4.056239
221.862,3.565799
222.0456,3.163528
222.2292,2.828692
222.4129,2.546277
222.5965,2.306257
222.7802,2.100647
222.9638,1.923503
223.1475,1.769693
223.3311,1.635458
223.6983,1.413523
224.0656,1.239019
224.4328,1.099856
224.8001,0.987949
225.1673,0.89559
225.5346,0.818543
225.9019,0.754211
226.2692,0.70017
226.6364,0.654565
227.3709,0.583129
228.1054,0.5317
228.84,0.49532
229.5745,0.471887
230.309,0.456991
231.0435,0.451212
231.8087,0.456702
232.1913,0.465366
232.5739,0.479753
232.9565,0.502723
233.1478,0.519582
233.3391,0.542624
233.5304,0.575597
233.6261,0.59799
233.7217,0.626463
233.8174,0.66428
233.913,0.71793
233.9608,0.754834
234.0086,0.802594
234.0564,0.866499
234.1042,0.954642
234.1348,1.029171
234.1654,1.122759
234.196,1.240754
234.2266,1.389729
234.2572,1.577605
234.2878,1.813726
234.3184,2.108851
234.349,2.475037
234.3796,2.925373
234.4102,3.473542
234.4408,4.133192
234.4714,4.917103
234.502,5.836176
234.5326,6.898263
234.5632,8.106924
234.5938,9.460182
234.6244,10.9494
234.655,12.5584
234.7392,17.37734
234.8233,22.08903
234.8654,24.08286
234.9075,25.65696
234.9367,26.44328
234.9659,26.94702
235,27.15438
235.0049,27.14971
235.0195,27.08435
235.034,26.94378
235.0631,26.43986
235.0992,25.42827
235.1353,24.03998
235.2026,20.69886
235.2699,16.8409
235.3469,12.46637
235.3854,10.47743
235.4238,8.691393
235.4623,7.123964
235.5008,5.787635
235.5201,5.203065
235.5393,4.67576
235.5585,4.200147
235.5777,3.773425
235.6114,3.133191
235.6451,2.616098
235.662,2.397402
235.6788,2.203908
235.7124,1.879943
235.7461,1.626238
235.7797,1.430195
235.8134,1.278552
235.847,1.162205
235.8807,1.072326
235.9144,1.002851
235.9481,0.948766
235.9817,0.906359
236.049,0.84529
236.1163,0.804532
236.2317,0.760391
236.3471,0.734066
236.5779,0.708677
236.9146,0.704536
237.2512,0.720826
237.5878,0.75104
237.9244,0.793909
238.2611,0.851794
238.5977,0.932831
238.766,0.989715
238.9343,1.073113
239.0185,1.13862
239.0606,1.183581
239.1026,1.241282
239.1447,1.31746
239.1868,1.419552
239.2289,1.557676
239.2709,1.7444
239.2986,1.90199
239.3263,2.093136
239.354,2.323676
239.3816,2.598725
239.4093,2.926634
239.4369,3.31128
239.4646,3.761323
239.4922,4.278579
239.5199,4.870669
239.5475,5.535505
239.5752,6.277962
239.6028,7.090168
239.6581,8.910018
239.7134,10.91215
239.7903,13.73915
239.8288,15.0403
239.8672,16.17583
239.9033,17.0409
239.9393,17.6642
239.9955,18.08828
240,18.09168
240.0092,18.08434
240.0402,17.91938
240.0711,17.54617
240.1111,16.7788
240.1511,15.7375
240.2083,13.90146
240.2655,11.84757
240.3284,9.579714
240.3913,7.510917
240.4228,6.595205
240.4542,5.775574
240.4857,5.050479
240.5171,4.423967
240.5486,3.888094
240.58,3.439821
240.6115,3.068157
240.6429,2.766466
240.6744,2.523531
240.7058,2.331882
240.7373,2.181851
240.7687,2.066813
240.8231,1.930125
240.8774,1.850086
240.9317,1.806887
240.986,1.787404
241.0947,1.789073
241.2033,1.819645
241.4206,1.924821
241.6379,2.072
241.8552,2.264131
241.9639,2.386318
242.0725,2.544379
242.1269,2.648805
242.1812,2.781699
242.2355,2.957525
242.2898,3.196124
242.3442,3.523919
242.3985,3.970391
242.4528,4.56867
242.5071,5.348005
242.55,6.104372
242.5929,6.986194
242.6358,7.983747
242.6787,9.074968
242.7645,11.3856
242.8503,13.50901
242.8932,14.34945
242.936,14.96822
242.9956,15.39447
243,15.4045
243.0134,15.41664
243.0445,15.33901
243.0756,15.11875
243.1243,14.51579
243.1729,13.65952
243.2873,11.12985
243.3445,9.862514
243.4017,8.739415
